Dist Code,Year,State Code,State Name,Dist Name,Type,Area,Production,Yield
39,2014,6,Madhya Pradesh,Vidisha,BARLEY,1.0,1.0,1000.0
39,2015,6,Madhya Pradesh,Vidisha,RICE,3.0,4.0,1333.33
39,2015,6,Madhya Pradesh,Vidisha,WHEAT,306.0,730.0,2385.62
39,2015,6,Madhya Pradesh,Vidisha,MAZE,5.0,7.0,1400.0
39,2016,6,Madhya Pradesh,Vidisha,RICE,3.0,4.0,1333.33
39,2016,6,Madhya Pradesh,Vidisha,WHEAT,281.0,832.0,2960.85
39,2016,6,Madhya Pradesh,Vidisha,MAZE,3.0,6.0,2000.0
39,2016,6,Madhya Pradesh,Vidisha,BARLEY,0.6,2.0,3333.33
39,2017,6,Madhya Pradesh,Vidisha,RICE,10.5,23.8,2266.67
39,2017,6,Madhya Pradesh,Vidisha,WHEAT,263.0,1025.7,3900.0
39,2017,6,Madhya Pradesh,Vidisha,MAZE,6.62,16.27,2457.7
39,2017,6,Madhya Pradesh,Vidisha,BARLEY,0.2,0.7,3500.0
40,2006,6,Madhya Pradesh,Betul,RICE,40.74,40.07,983.55
40,2006,6,Madhya Pradesh,Betul,WHEAT,93.81,145.02,1545.89
40,2006,6,Madhya Pradesh,Betul,MAZE,48.0,50.58,1053.75
40,2007,6,Madhya Pradesh,Betul,RICE,43.9,30.43,693.17
40,2007,6,Madhya Pradesh,Betul,WHEAT,99.1,153.4,1547.93
40,2007,6,Madhya Pradesh,Betul,MAZE,46.3,63.5,1371.49
40,2008,6,Madhya Pradesh,Betul,RICE,43.0,29.83,693.72
40,2008,6,Madhya Pradesh,Betul,WHEAT,105.4,168.0,1593.93
40,2008,6,Madhya Pradesh,Betul,MAZE,42.4,59.9,1412.74
40,2009,6,Madhya Pradesh,Betul,RICE,44.1,46.2,1047.62
40,2009,6,Madhya Pradesh,Betul,WHEAT,131.3,407.0,3099.77
40,2009,6,Madhya Pradesh,Betul,MAZE,46.6,59.0,1266.09
40,2010,6,Madhya Pradesh,Betul,RICE,43.7,60.8,1391.3
40,2010,6,Madhya Pradesh,Betul,WHEAT,116.1,137.3,1182.6
40,2010,6,Madhya Pradesh,Betul,MAZE,48.5,75.8,1562.89
40,2011,6,Madhya Pradesh,Betul,RICE,42.1,65.8,1562.95
40,2011,6,Madhya Pradesh,Betul,WHEAT,96.4,281.0,2914.94
40,2011,6,Madhya Pradesh,Betul,MAZE,47.1,71.2,1511.68
40,2012,6,Madhya Pradesh,Betul,RICE,44.86,121.76,2714.22
40,2012,6,Madhya Pradesh,Betul,WHEAT,117.62,263.37,2239.16
40,2012,6,Madhya Pradesh,Betul,MAZE,50.25,175.85,3499.5
40,2013,6,Madhya Pradesh,Betul,RICE,43.84,98.85,2254.79
40,2013,6,Madhya Pradesh,Betul,WHEAT,122.8,232.0,1889.25
40,2013,6,Madhya Pradesh,Betul,MAZE,53.78,67.44,1254.0
40,2014,6,Madhya Pradesh,Betul,RICE,47.0,105.33,2241.06
40,2014,6,Madhya Pradesh,Betul,WHEAT,178.0,439.0,2466.29
40,2014,6,Madhya Pradesh,Betul,MAZE,18.0,43.0,2388.89
40,2015,6,Madhya Pradesh,Betul,RICE,42.0,72.0,1714.29
40,2015,6,Madhya Pradesh,Betul,WHEAT,158.0,391.0,2474.68
40,2015,6,Madhya Pradesh,Betul,MAZE,57.0,133.0,2333.33
40,2016,6,Madhya Pradesh,Betul,RICE,55.0,97.33,1769.64
40,2016,6,Madhya Pradesh,Betul,WHEAT,128.0,339.0,2648.44
40,2016,6,Madhya Pradesh,Betul,MAZE,74.0,218.0,2945.95
40,2017,6,Madhya Pradesh,Betul,RICE,45.0,79.11,1758.0
40,2017,6,Madhya Pradesh,Betul,WHEAT,104.4,277.91,2661.97
40,2017,6,Madhya Pradesh,Betul,MAZE,80.05,318.2,3975.02
41,2006,6,Madhya Pradesh,Rajgarh,RICE,0.97,0.56,577.32
41,2006,6,Madhya Pradesh,Rajgarh,WHEAT,69.8,118.21,1693.55
41,2006,6,Madhya Pradesh,Rajgarh,MAZE,47.81,23.69,495.5
41,2006,6,Madhya Pradesh,Rajgarh,BARLEY,0.14,0.22,1571.43
41,2007,6,Madhya Pradesh,Rajgarh,RICE,0.9,0.4,444.44
41,2007,6,Madhya Pradesh,Rajgarh,WHEAT,72.3,103.7,1434.3
41,2007,6,Madhya Pradesh,Rajgarh,MAZE,48.6,55.7,1146.09
41,2007,6,Madhya Pradesh,Rajgarh,BARLEY,0.2,0.2,1000.0
41,2008,6,Madhya Pradesh,Rajgarh,RICE,0.7,0.26,371.43
41,2008,6,Madhya Pradesh,Rajgarh,WHEAT,56.1,85.8,1529.41
41,2008,6,Madhya Pradesh,Rajgarh,MAZE,48.6,58.0,1193.42
41,2008,6,Madhya Pradesh,Rajgarh,BARLEY,0.1,0.1,1000.0
41,2009,6,Madhya Pradesh,Rajgarh,RICE,0.6,0.3,500.0
41,2009,6,Madhya Pradesh,Rajgarh,WHEAT,77.7,145.3,1870.01
41,2009,6,Madhya Pradesh,Rajgarh,MAZE,51.1,45.1,882.58
41,2009,6,Madhya Pradesh,Rajgarh,BARLEY,0.2,0.2,1000.0
41,2010,6,Madhya Pradesh,Rajgarh,RICE,0.5,0.4,800.0
41,2010,6,Madhya Pradesh,Rajgarh,WHEAT,94.1,140.4,1492.03
41,2010,6,Madhya Pradesh,Rajgarh,MAZE,53.7,64.4,1199.26
41,2010,6,Madhya Pradesh,Rajgarh,BARLEY,0.1,0.2,2000.0
41,2011,6,Madhya Pradesh,Rajgarh,RICE,0.6,0.5,833.33
41,2011,6,Madhya Pradesh,Rajgarh,WHEAT,127.4,282.2,2215.07
41,2011,6,Madhya Pradesh,Rajgarh,MAZE,53.5,49.4,923.36
41,2011,6,Madhya Pradesh,Rajgarh,BARLEY,0.1,0.3,3000.0
41,2012,6,Madhya Pradesh,Rajgarh,RICE,0.42,0.34,809.52
41,2012,6,Madhya Pradesh,Rajgarh,WHEAT,165.11,462.59,2801.71
41,2012,6,Madhya Pradesh,Rajgarh,MAZE,49.67,125.03,2517.21
41,2012,6,Madhya Pradesh,Rajgarh,BARLEY,0.14,0.23,1642.86
41,2013,6,Madhya Pradesh,Rajgarh,RICE,0.36,0.24,666.67
41,2013,6,Madhya Pradesh,Rajgarh,WHEAT,194.1,450.66,2321.79
41,2013,6,Madhya Pradesh,Rajgarh,MAZE,41.3,19.87,481.11
41,2013,6,Madhya Pradesh,Rajgarh,BARLEY,0.15,0.32,2133.33
41,2014,6,Madhya Pradesh,Rajgarh,RICE,1.0,0.67,670.0
41,2014,6,Madhya Pradesh,Rajgarh,WHEAT,161.0,509.0,3161.49
41,2014,6,Madhya Pradesh,Rajgarh,MAZE,32.0,73.0,2281.25
41,2014,6,Madhya Pradesh,Rajgarh,BARLEY,1.0,1.0,1000.0
41,2015,6,Madhya Pradesh,Rajgarh,RICE,1.0,1.33,1330.0
41,2015,6,Madhya Pradesh,Rajgarh,WHEAT,135.0,343.0,2540.74
41,2015,6,Madhya Pradesh,Rajgarh,MAZE,68.0,119.0,1750.0
41,2016,6,Madhya Pradesh,Rajgarh,RICE,1.0,2.66,2660.0
41,2016,6,Madhya Pradesh,Rajgarh,WHEAT,161.0,571.0,3546.58
41,2016,6,Madhya Pradesh,Rajgarh,MAZE,68.0,186.0,2735.29
41,2016,6,Madhya Pradesh,Rajgarh,BARLEY,0.6,2.0,3333.33
41,2017,6,Madhya Pradesh,Rajgarh,RICE,1.15,0.75,648.7
41,2017,6,Madhya Pradesh,Rajgarh,WHEAT,152.0,529.72,3485.0
41,2017,6,Madhya Pradesh,Rajgarh,MAZE,63.91,201.33,3150.21
41,2017,6,Madhya Pradesh,Rajgarh,BARLEY,0.8,2.16,2700.0
42,2006,6,Madhya Pradesh,Shajapur,RICE,0.3,0.13,433.33
42,2006,6,Madhya Pradesh,Shajapur,WHEAT,86.54,196.8,2274.09
42,2006,6,Madhya Pradesh,Shajapur,MAZE,43.49,27.21,625.66
42,2006,6,Madhya Pradesh,Shajapur,BARLEY,0.17,0.41,2411.76
42,2007,6,Madhya Pradesh,Shajapur,RICE,0.2,0.07,350.0
42,2007,6,Madhya Pradesh,Shajapur,WHEAT,87.5,164.9,1884.57
42,2007,6,Madhya Pradesh,Shajapur,MAZE,41.7,33.1,793.76
42,2007,6,Madhya Pradesh,Shajapur,BARLEY,0.2,0.4,2000.0
42,2008,6,Madhya Pradesh,Shajapur,RICE,0.2,0.07,350.0
42,2008,6,Madhya Pradesh,Shajapur,WHEAT,66.0,134.8,2042.42
42,2008,6,Madhya Pradesh,Shajapur,MAZE,41.7,36.8,882.49
42,2008,6,Madhya Pradesh,Shajapur,BARLEY,0.2,0.3,1500.0
42,2009,6,Madhya Pradesh,Shajapur,RICE,0.2,0.1,500.0
42,2009,6,Madhya Pradesh,Shajapur,WHEAT,83.9,221.4,2638.86
42,2009,6,Madhya Pradesh,Shajapur,MAZE,39.6,32.4,818.18
42,2009,6,Madhya Pradesh,Shajapur,BARLEY,0.2,0.3,1500.0
42,2010,6,Madhya Pradesh,Shajapur,RICE,0.1,0.1,1000.0
42,2010,6,Madhya Pradesh,Shajapur,WHEAT,90.8,182.1,2005.51
42,2010,6,Madhya Pradesh,Shajapur,MAZE,39.1,58.9,1506.39
42,2010,6,Madhya Pradesh,Shajapur,BARLEY,0.2,0.3,1500.0
42,2011,6,Madhya Pradesh,Shajapur,RICE,0.1,0.1,1000.0
42,2011,6,Madhya Pradesh,Shajapur,WHEAT,99.0,297.7,3007.07
42,2011,6,Madhya Pradesh,Shajapur,MAZE,39.1,24.9,636.83
42,2011,6,Madhya Pradesh,Shajapur,BARLEY,0.2,0.5,2500.0
42,2012,6,Madhya Pradesh,Shajapur,RICE,0.07,0.04,571.43
42,2012,6,Madhya Pradesh,Shajapur,WHEAT,126.24,260.68,2064.96
42,2012,6,Madhya Pradesh,Shajapur,MAZE,32.86,66.11,2011.87
42,2012,6,Madhya Pradesh,Shajapur,BARLEY,0.27,0.47,1740.74
42,2013,6,Madhya Pradesh,Shajapur,RICE,0.04,0.02,500.0
42,2013,6,Madhya Pradesh,Shajapur,WHEAT,166.8,376.83,2259.17
42,2013,6,Madhya Pradesh,Shajapur,MAZE,25.55,27.74,1085.71
42,2013,6,Madhya Pradesh,Shajapur,BARLEY,0.29,0.47,1620.69
42,2014,6,Madhya Pradesh,Shajapur,WHEAT,118.0,362.0,3067.8
42,2014,6,Madhya Pradesh,Shajapur,MAZE,44.0,90.0,2045.45
42,2014,6,Madhya Pradesh,Shajapur,BARLEY,2.0,2.0,1000.0
42,2015,6,Madhya Pradesh,Shajapur,WHEAT,171.0,552.0,3228.07
42,2015,6,Madhya Pradesh,Shajapur,MAZE,27.0,36.0,1333.33
42,2016,6,Madhya Pradesh,Shajapur,WHEAT,186.0,636.0,3419.35
42,2016,6,Madhya Pradesh,Shajapur,MAZE,24.0,45.0,1875.0
42,2017,6,Madhya Pradesh,Shajapur,RICE,0.05,0.04,800.0
42,2017,6,Madhya Pradesh,Shajapur,WHEAT,125.8,471.6,3748.81
42,2017,6,Madhya Pradesh,Shajapur,MAZE,22.42,72.73,3243.98
43,2006,6,Madhya Pradesh,Hoshangabad,RICE,15.93,21.33,1338.98
43,2006,6,Madhya Pradesh,Hoshangabad,WHEAT,325.01,818.68,2518.94
43,2006,6,Madhya Pradesh,Hoshangabad,MAZE,3.29,3.13,951.37
43,2006,6,Madhya Pradesh,Hoshangabad,BARLEY,0.22,0.44,2000.0
43,2007,6,Madhya Pradesh,Hoshangabad,RICE,17.1,18.61,1088.3
43,2007,6,Madhya Pradesh,Hoshangabad,WHEAT,343.4,1111.2,3235.88
43,2007,6,Madhya Pradesh,Hoshangabad,MAZE,2.8,3.4,1214.29
43,2007,6,Madhya Pradesh,Hoshangabad,BARLEY,0.1,0.3,3000.0
43,2008,6,Madhya Pradesh,Hoshangabad,RICE,17.9,17.62,984.36
43,2008,6,Madhya Pradesh,Hoshangabad,WHEAT,336.0,977.0,2907.74
43,2008,6,Madhya Pradesh,Hoshangabad,MAZE,2.9,4.1,1413.79
43,2008,6,Madhya Pradesh,Hoshangabad,BARLEY,0.2,0.4,2000.0
43,2009,6,Madhya Pradesh,Hoshangabad,RICE,20.4,34.0,1666.67
43,2009,6,Madhya Pradesh,Hoshangabad,WHEAT,349.2,881.7,2524.91
43,2009,6,Madhya Pradesh,Hoshangabad,MAZE,2.0,2.6,1300.0
43,2009,6,Madhya Pradesh,Hoshangabad,BARLEY,0.2,0.3,1500.0
43,2010,6,Madhya Pradesh,Hoshangabad,RICE,24.1,55.6,2307.05
43,2010,6,Madhya Pradesh,Hoshangabad,WHEAT,383.8,1414.7,3686.03
43,2010,6,Madhya Pradesh,Hoshangabad,MAZE,1.4,2.3,1642.86
43,2010,6,Madhya Pradesh,Hoshangabad,BARLEY,0.1,0.4,4000.0
43,2011,6,Madhya Pradesh,Hoshangabad,RICE,26.0,52.3,2011.54
43,2011,6,Madhya Pradesh,Hoshangabad,WHEAT,392.0,1775.3,4528.83
43,2011,6,Madhya Pradesh,Hoshangabad,MAZE,1.4,1.7,1214.29
43,2011,6,Madhya Pradesh,Hoshangabad,BARLEY,0.1,0.4,4000.0
43,2012,6,Madhya Pradesh,Hoshangabad,RICE,30.05,61.74,2054.58
43,2012,6,Madhya Pradesh,Hoshangabad,WHEAT,408.29,1596.19,3909.45
43,2012,6,Madhya Pradesh,Hoshangabad,MAZE,1.78,5.69,3196.63
43,2012,6,Madhya Pradesh,Hoshangabad,BARLEY,0.36,0.64,1777.78
43,2013,6,Madhya Pradesh,Hoshangabad,RICE,41.8,65.92,1577.03
43,2013,6,Madhya Pradesh,Hoshangabad,WHEAT,408.58,1299.95,3181.63
43,2013,6,Madhya Pradesh,Hoshangabad,MAZE,1.91,2.82,1476.44
43,2013,6,Madhya Pradesh,Hoshangabad,BARLEY,0.07,0.13,1857.14
43,2014,6,Madhya Pradesh,Hoshangabad,RICE,103.0,190.67,1851.17
43,2014,6,Madhya Pradesh,Hoshangabad,WHEAT,395.0,1767.0,4473.42
43,2014,6,Madhya Pradesh,Hoshangabad,MAZE,25.0,54.0,2160.0
43,2015,6,Madhya Pradesh,Hoshangabad,RICE,111.0,316.67,2852.88
43,2015,6,Madhya Pradesh,Hoshangabad,WHEAT,432.0,1766.0,4087.96
43,2015,6,Madhya Pradesh,Hoshangabad,MAZE,11.0,15.0,1363.64
43,2016,6,Madhya Pradesh,Hoshangabad,RICE,122.0,280.66,2300.49
43,2016,6,Madhya Pradesh,Hoshangabad,WHEAT,401.0,1777.0,4431.42
43,2016,6,Madhya Pradesh,Hoshangabad,MAZE,26.0,89.0,3423.08
43,2016,6,Madhya Pradesh,Hoshangabad,BARLEY,0.09,0.35,3888.89
43,2017,6,Madhya Pradesh,Hoshangabad,RICE,136.8,312.65,2285.45
43,2017,6,Madhya Pradesh,Hoshangabad,WHEAT,349.5,1467.18,4197.94
43,2017,6,Madhya Pradesh,Hoshangabad,MAZE,35.25,113.58,3222.13
43,2017,6,Madhya Pradesh,Hoshangabad,BARLEY,0.9,2.53,2811.11
44,2006,1,Andhra Pradesh,Srikakulam,RICE,256.64,640.67,2496.33
44,2006,1,Andhra Pradesh,Srikakulam,MAZE,8.81,34.34,3900.06
44,2007,1,Andhra Pradesh,Srikakulam,RICE,266.55,803.55,3014.59
44,2007,1,Andhra Pradesh,Srikakulam,MAZE,8.4,40.49,4817.37
44,2008,1,Andhra Pradesh,Srikakulam,RICE,271.17,570.58,2104.12
44,2008,1,Andhra Pradesh,Srikakulam,MAZE,11.2,48.43,4322.62
44,2009,1,Andhra Pradesh,Srikakulam,RICE,233.89,497.78,2128.29
44,2009,1,Andhra Pradesh,Srikakulam,MAZE,13.56,60.15,4437.48
44,2010,1,Andhra Pradesh,Srikakulam,RICE,279.72,358.64,1282.12
44,2010,1,Andhra Pradesh,Srikakulam,MAZE,16.88,84.44,5001.18
44,2011,1,Andhra Pradesh,Srikakulam,RICE,272.7,537.7,1971.75
44,2011,1,Andhra Pradesh,Srikakulam,MAZE,21.73,109.59,5043.26
44,2012,1,Andhra Pradesh,Srikakulam,RICE,271.63,689.11,2537.01
44,2012,1,Andhra Pradesh,Srikakulam,MAZE,20.81,101.29,4868.78
44,2013,1,Andhra Pradesh,Srikakulam,RICE,261.53,500.73,1914.64
44,2013,1,Andhra Pradesh,Srikakulam,MAZE,25.07,118.67,4732.4
44,2014,1,Andhra Pradesh,Srikakulam,RICE,272.51,613.59,2251.58
44,2014,1,Andhra Pradesh,Srikakulam,MAZE,30.35,161.63,5324.49
44,2015,1,Andhra Pradesh,Srikakulam,RICE,270.13,664.52,2459.96
44,2015,1,Andhra Pradesh,Srikakulam,MAZE,33.4,167.38,5011.98
44,2016,1,Andhra Pradesh,Srikakulam,RICE,268.4,801.97,2987.93
44,2016,1,Andhra Pradesh,Srikakulam,MAZE,34.56,171.49,4962.61
44,2017,1,Andhra Pradesh,Srikakulam,RICE,279.15,735.77,2635.76
44,2017,1,Andhra Pradesh,Srikakulam,MAZE,51.91,279.5,5384.09
45,2006,1,Andhra Pradesh,Visakhapatnam,RICE,154.97,325.04,2097.37
45,2006,1,Andhra Pradesh,Visakhapatnam,MAZE,14.32,40.92,2858.54
45,2007,1,Andhra Pradesh,Visakhapatnam,RICE,162.44,385.24,2371.69
45,2007,1,Andhra Pradesh,Visakhapatnam,MAZE,13.47,43.41,3221.52
45,2008,1,Andhra Pradesh,Visakhapatnam,RICE,167.39,328.35,1961.56
45,2008,1,Andhra Pradesh,Visakhapatnam,MAZE,15.56,49.36,3171.54
45,2009,1,Andhra Pradesh,Visakhapatnam,RICE,122.53,193.17,1576.41
45,2009,1,Andhra Pradesh,Visakhapatnam,MAZE,15.72,53.84,3426.03
45,2010,1,Andhra Pradesh,Visakhapatnam,RICE,184.32,376.1,2040.45
45,2010,1,Andhra Pradesh,Visakhapatnam,MAZE,16.26,52.94,3255.15
45,2011,1,Andhra Pradesh,Visakhapatnam,RICE,174.41,303.62,1740.86
45,2011,1,Andhra Pradesh,Visakhapatnam,MAZE,17.8,79.66,4475.28
45,2012,1,Andhra Pradesh,Visakhapatnam,RICE,166.65,312.24,1873.71
45,2012,1,Andhra Pradesh,Visakhapatnam,MAZE,17.52,68.12,3889.52
45,2013,1,Andhra Pradesh,Visakhapatnam,RICE,163.79,330.13,2015.54
45,2013,1,Andhra Pradesh,Visakhapatnam,MAZE,21.57,80.4,3726.3
45,2014,1,Andhra Pradesh,Visakhapatnam,RICE,167.72,343.73,2049.37
45,2014,1,Andhra Pradesh,Visakhapatnam,MAZE,22.67,98.61,4349.06
45,2015,1,Andhra Pradesh,Visakhapatnam,RICE,170.96,416.89,2438.59
45,2015,1,Andhra Pradesh,Visakhapatnam,MAZE,23.3,111.72,4796.09
45,2016,1,Andhra Pradesh,Visakhapatnam,RICE,172.56,436.84,2531.46
45,2016,1,Andhra Pradesh,Visakhapatnam,MAZE,24.64,118.74,4819.62
45,2017,1,Andhra Pradesh,Visakhapatnam,RICE,173.38,421.22,2429.45
45,2017,1,Andhra Pradesh,Visakhapatnam,MAZE,25.82,145.24,5624.04
46,2006,1,Andhra Pradesh,East Godavari,RICE,396.89,1393.55,3511.17
46,2006,1,Andhra Pradesh,East Godavari,MAZE,7.93,66.62,8401.01
46,2007,1,Andhra Pradesh,East Godavari,RICE,410.78,1518.59,3696.84
46,2007,1,Andhra Pradesh,East Godavari,MAZE,7.94,55.21,6953.4
46,2008,1,Andhra Pradesh,East Godavari,RICE,410.09,1513.26,3690.07
46,2008,1,Andhra Pradesh,East Godavari,MAZE,8.18,54.26,6633.25
46,2009,1,Andhra Pradesh,East Godavari,RICE,306.58,1073.1,3500.23
46,2009,1,Andhra Pradesh,East Godavari,MAZE,8.99,63.37,7048.94
46,2010,1,Andhra Pradesh,East Godavari,RICE,410.53,1357.62,3306.99
46,2010,1,Andhra Pradesh,East Godavari,MAZE,7.93,56.1,7074.4
46,2011,1,Andhra Pradesh,East Godavari,RICE,337.09,1176.83,3491.14
46,2011,1,Andhra Pradesh,East Godavari,MAZE,8.54,55.74,6526.93
46,2012,1,Andhra Pradesh,East Godavari,RICE,401.06,1101.91,2747.49
46,2012,1,Andhra Pradesh,East Godavari,MAZE,9.98,73.6,7374.75
46,2013,1,Andhra Pradesh,East Godavari,RICE,404.68,1211.71,2994.24
46,2013,1,Andhra Pradesh,East Godavari,MAZE,11.2,93.72,8367.86
46,2014,1,Andhra Pradesh,East Godavari,RICE,394.12,1563.23,3966.38
46,2014,1,Andhra Pradesh,East Godavari,MAZE,12.91,100.76,7804.8
46,2015,1,Andhra Pradesh,East Godavari,RICE,381.74,1445.57,3786.79
46,2015,1,Andhra Pradesh,East Godavari,MAZE,11.12,103.79,9333.63
46,2016,1,Andhra Pradesh,East Godavari,RICE,383.96,1627.03,4237.51
46,2016,1,Andhra Pradesh,East Godavari,MAZE,10.22,86.65,8478.67
46,2017,1,Andhra Pradesh,East Godavari,RICE,386.54,1672.79,4327.61
46,2017,1,Andhra Pradesh,East Godavari,MAZE,11.8,111.51,9450.8
47,2006,1,Andhra Pradesh,West Godavari,RICE,434.04,1557.11,3587.48
47,2006,1,Andhra Pradesh,West Godavari,MAZE,30.45,204.75,6724.14
47,2007,1,Andhra Pradesh,West Godavari,RICE,445.32,1639.14,3680.81
47,2007,1,Andhra Pradesh,West Godavari,MAZE,35.91,243.98,6794.21
47,2008,1,Andhra Pradesh,West Godavari,RICE,450.46,1600.38,3552.77
47,2008,1,Andhra Pradesh,West Godavari,MAZE,48.1,378.6,7871.1
47,2009,1,Andhra Pradesh,West Godavari,RICE,328.58,1115.06,3393.57
47,2009,1,Andhra Pradesh,West Godavari,MAZE,46.88,322.41,6877.35
47,2010,1,Andhra Pradesh,West Godavari,RICE,456.52,1490.32,3264.52
47,2010,1,Andhra Pradesh,West Godavari,MAZE,44.68,307.66,6885.86
47,2011,1,Andhra Pradesh,West Godavari,RICE,363.79,1308.47,3596.77
47,2011,1,Andhra Pradesh,West Godavari,MAZE,48.36,324.64,6712.99
47,2012,1,Andhra Pradesh,West Godavari,RICE,422.51,1289.34,3051.62
47,2012,1,Andhra Pradesh,West Godavari,MAZE,52.87,316.88,5993.57
47,2013,1,Andhra Pradesh,West Godavari,RICE,420.62,1342.34,3191.34
47,2013,1,Andhra Pradesh,West Godavari,MAZE,53.87,381.73,7086.13
47,2014,1,Andhra Pradesh,West Godavari,RICE,409.29,1624.32,3968.63
47,2014,1,Andhra Pradesh,West Godavari,MAZE,55.27,369.89,6692.42
47,2015,1,Andhra Pradesh,West Godavari,RICE,403.8,1558.51,3859.61
47,2015,1,Andhra Pradesh,West Godavari,MAZE,56.37,396.66,7036.72
47,2016,1,Andhra Pradesh,West Godavari,RICE,399.41,1666.1,4171.38
47,2016,1,Andhra Pradesh,West Godavari,MAZE,58.3,502.79,8624.61
47,2017,1,Andhra Pradesh,West Godavari,RICE,393.22,1693.91,4307.75
47,2017,1,Andhra Pradesh,West Godavari,WHEAT,0.01,0.01,700.0
47,2017,1,Andhra Pradesh,West Godavari,MAZE,59.43,427.36,7191.43
48,2006,1,Andhra Pradesh,Krishna,RICE,346.3,876.86,2532.08
48,2006,1,Andhra Pradesh,Krishna,MAZE,11.1,80.06,7212.61
48,2007,1,Andhra Pradesh,Krishna,RICE,354.98,1299.03,3659.45
48,2007,1,Andhra Pradesh,Krishna,MAZE,17.28,125.26,7248.84
48,2008,1,Andhra Pradesh,Krishna,RICE,394.53,1427.3,3617.72
48,2008,1,Andhra Pradesh,Krishna,MAZE,29.32,230.37,7857.09
48,2009,1,Andhra Pradesh,Krishna,RICE,336.64,1209.29,3592.23
48,2009,1,Andhra Pradesh,Krishna,MAZE,20.42,156.02,7640.55
48,2010,1,Andhra Pradesh,Krishna,RICE,355.34,1090.69,3069.43
48,2010,1,Andhra Pradesh,Krishna,MAZE,19.22,154.11,8018.21
48,2011,1,Andhra Pradesh,Krishna,RICE,272.03,1011.54,3718.49
48,2011,1,Andhra Pradesh,Krishna,MAZE,24.69,164.91,6679.22
48,2012,1,Andhra Pradesh,Krishna,RICE,264.53,950.52,3593.24
48,2012,1,Andhra Pradesh,Krishna,MAZE,26.23,176.61,6733.13
48,2013,1,Andhra Pradesh,Krishna,RICE,363.32,1175.52,3235.49
48,2013,1,Andhra Pradesh,Krishna,MAZE,32.88,227.52,6919.71
48,2014,1,Andhra Pradesh,Krishna,RICE,288.04,998.8,3467.57
48,2014,1,Andhra Pradesh,Krishna,MAZE,25.63,161.48,6300.43
48,2015,1,Andhra Pradesh,Krishna,RICE,220.68,762.64,3455.86
48,2015,1,Andhra Pradesh,Krishna,MAZE,19.63,114.14,5814.57
48,2016,1,Andhra Pradesh,Krishna,RICE,231.41,897.72,3879.35
48,2016,1,Andhra Pradesh,Krishna,MAZE,20.09,134.91,6715.76
48,2017,1,Andhra Pradesh,Krishna,RICE,258.73,1031.95,3988.57
48,2017,1,Andhra Pradesh,Krishna,MAZE,28.83,189.85,6584.08
49,2006,1,Andhra Pradesh,Guntur,RICE,373.26,1079.02,2890.78
49,2006,1,Andhra Pradesh,Guntur,MAZE,36.74,292.36,7958.47
49,2007,1,Andhra Pradesh,Guntur,RICE,366.01,1272.54,3476.82
49,2007,1,Andhra Pradesh,Guntur,MAZE,60.93,531.19,8718.26
49,2008,1,Andhra Pradesh,Guntur,RICE,393.29,1368.83,3480.46
49,2008,1,Andhra Pradesh,Guntur,MAZE,99.61,970.21,9739.65
49,2009,1,Andhra Pradesh,Guntur,RICE,362.3,1291.65,3565.11
49,2009,1,Andhra Pradesh,Guntur,MAZE,72.01,553.5,7686.19
49,2010,1,Andhra Pradesh,Guntur,RICE,401.59,1090.52,2715.51
49,2010,1,Andhra Pradesh,Guntur,WHEAT,0.04,0.06,1500.0
49,2010,1,Andhra Pradesh,Guntur,MAZE,84.49,939.5,11120.22
49,2011,1,Andhra Pradesh,Guntur,RICE,347.32,1316.41,3790.21
49,2011,1,Andhra Pradesh,Guntur,MAZE,77.99,677.75,8690.45
49,2012,1,Andhra Pradesh,Guntur,RICE,206.87,725.08,3504.99
49,2012,1,Andhra Pradesh,Guntur,MAZE,92.99,728.67,7835.7
49,2013,1,Andhra Pradesh,Guntur,RICE,391.92,1340.84,3421.25
49,2013,1,Andhra Pradesh,Guntur,MAZE,97.7,728.45,7455.9
49,2014,1,Andhra Pradesh,Guntur,RICE,333.74,1298.65,3891.24
49,2014,1,Andhra Pradesh,Guntur,MAZE,71.92,672.64,9352.3
49,2015,1,Andhra Pradesh,Guntur,RICE,183.64,557.07,3033.49
49,2015,1,Andhra Pradesh,Guntur,MAZE,36.55,316.21,8651.36
49,2016,1,Andhra Pradesh,Guntur,RICE,194.37,801.72,4124.67
49,2016,1,Andhra Pradesh,Guntur,MAZE,38.59,337.86,8755.41
49,2017,1,Andhra Pradesh,Guntur,RICE,224.27,936.37,4175.12
49,2017,1,Andhra Pradesh,Guntur,MAZE,66.4,674.81,10163.33
50,2006,1,Andhra Pradesh,S.P.S. Nellore,RICE,287.93,1017.15,3532.66
50,2006,1,Andhra Pradesh,S.P.S. Nellore,MAZE,1.48,8.47,5729.34
50,2007,1,Andhra Pradesh,S.P.S. Nellore,RICE,282.96,1031.46,3645.23
50,2007,1,Andhra Pradesh,S.P.S. Nellore,MAZE,2.08,12.29,5896.35
50,2008,1,Andhra Pradesh,S.P.S. Nellore,RICE,307.02,1180.07,3843.64
50,2008,1,Andhra Pradesh,S.P.S. Nellore,MAZE,3.38,19.1,5644.83
50,2009,1,Andhra Pradesh,S.P.S. Nellore,RICE,315.99,1189.95,3765.82
50,2009,1,Andhra Pradesh,S.P.S. Nellore,MAZE,3.04,23.41,7711.87
