"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)"
"180","2017","4","Haryana","Gurgaon","64.2","174.0","2710.28","243.7","1105.0","4534.26","0.0","0.0","0.0","2.3","10.0","4347.83"
"181","2006","4","Haryana","Jind","120.81","333.14","2757.6","244.21","1032.36","4227.41","0.02","0.0","0.0","1.1","2.0","1818.18"
"181","2007","4","Haryana","Jind","122.68","341.34","2782.41","244.56","1031.24","4216.75","0.0","0.0","0.0","0.9","3.0","3333.33"
"181","2008","4","Haryana","Jind","135.03","320.38","2372.59","246.14","1179.76","4793.01","0.02","0.0","0.0","1.0","3.0","3000.0"
"181","2009","4","Haryana","Jind","136.79","379.16","2771.76","246.11","1072.96","4359.75","0.0","0.0","0.0","0.9","3.0","3333.33"
"181","2010","4","Haryana","Jind","142.47","362.48","2544.33","247.77","1132.3","4570.0","0.0","0.0","0.0","0.6","3.0","5000.0"
"181","2011","4","Haryana","Jind","143.4","379.98","2649.75","247.76","1305.74","5270.22","0.0","0.0","0.0","0.6","4.0","6666.67"
"181","2012","4","Haryana","Jind","143.25","410.16","2863.19","246.99","1067.08","4320.27","0.0","0.0","0.0","0.56","4.0","7119.97"
"181","2013","4","Haryana","Jind","148.44","417.6","2813.26","248.32","1137.84","4582.15","0.0","0.0","0.0","1.0","3.0","3000.0"
"181","2014","4","Haryana","Jind","151.98","423.6","2787.21","250.5","932.92","3724.23","0.0","0.0","0.0","1.0","2.0","2000.0"
"181","2015","4","Haryana","Jind","158.14","401.2","2536.96","248.3","1089.46","4387.64","0.0","0.0","0.0","1.0","3.0","3000.0"
"181","2016","4","Haryana","Jind","164.16","448.36","2731.24","248.14","1210.98","4880.23","0.0","0.0","0.0","0.0","0.0","0.0"
"181","2017","4","Haryana","Jind","165.65","491.38","2966.34","247.65","1241.38","5012.68","0.0","0.0","0.0","0.3","0.0","0.0"
"182","2006","4","Haryana","Mahendragarh / Narnaul","4.64","10.15","2187.5","127.21","507.92","3992.86","0.0","0.0","0.0","3.98","13.44","3379.43"
"182","2007","4","Haryana","Mahendragarh / Narnaul","4.99","14.21","2848.84","135.58","503.86","3716.27","0.03","0.0","0.0","4.61","13.15","2849.4"
"182","2008","4","Haryana","Mahendragarh / Narnaul","7.89","17.4","2205.88","126.32","555.38","4396.51","0.0","0.0","0.0","6.34","20.69","3263.92"
"182","2009","4","Haryana","Mahendragarh / Narnaul","7.34","17.11","2332.02","128.4","513.09","3996.15","0.03","0.0","0.0","5.28","18.24","3453.24"
"182","2010","4","Haryana","Mahendragarh / Narnaul","8.53","19.72","2312.93","136.05","630.31","4633.1","0.03","0.0","0.0","4.9","15.76","3215.01"
"182","2011","4","Haryana","Mahendragarh / Narnaul","7.95","21.17","2664.23","126.93","586.3","4619.19","0.0","0.0","0.0","6.27","21.43","3420.59"
"182","2012","4","Haryana","Mahendragarh / Narnaul","6.09","17.69","2903.38","128.83","588.67","4569.24","0.02","0.0","0.0","5.8","21.4","3692.46"
"182","2013","4","Haryana","Mahendragarh / Narnaul","6.38","16.24","2545.45","133.58","628.88","4707.89","0.0","0.0","0.0","5.64","21.27","3771.28"
"182","2014","4","Haryana","Mahendragarh / Narnaul","7.83","13.92","1777.78","156.01","608.94","3903.21","0.0","0.0","0.0","4.93","14.5","2941.18"
"182","2015","4","Haryana","Mahendragarh / Narnaul","8.99","20.59","2290.32","147.86","610.68","4130.12","0.0","0.0","0.0","4.06","14.5","3571.43"
"182","2016","4","Haryana","Mahendragarh / Narnaul","10.24","21.75","2124.65","144.08","671.29","4659.28","0.0","0.0","0.0","2.68","9.57","3577.57"
"182","2017","4","Haryana","Mahendragarh / Narnaul","10.59","25.52","2410.96","139.03","617.32","4440.22","0.03","0.0","0.0","2.7","9.99","3694.53"
"183","2006","4","Haryana","Ambala","142.4","502.0","3525.28","169.9","647.0","3808.12","12.2","30.0","2459.02","0.0","0.0","0.0"
"183","2007","4","Haryana","Ambala","141.6","524.0","3700.57","172.4","647.0","3752.9","12.1","32.0","2644.63","0.1","0.0","0.0"
"183","2008","4","Haryana","Ambala","161.5","512.0","3170.28","183.9","693.0","3768.35","10.5","22.8","2171.43","0.1","0.0","0.0"
"183","2009","4","Haryana","Ambala","164.2","596.0","3629.72","188.4","739.0","3922.51","9.4","20.0","2127.66","0.0","0.0","0.0"
"183","2010","4","Haryana","Ambala","165.6","556.0","3357.49","186.5","734.0","3935.66","7.9","15.0","1898.73","0.0","0.0","0.0"
"183","2011","4","Haryana","Ambala","164.5","615.0","3738.6","187.8","936.0","4984.03","8.5","21.0","2470.59","0.0","0.0","0.0"
"183","2012","4","Haryana","Ambala","162.13","645.0","3978.29","189.09","794.0","4199.06","7.64","20.0","2617.8","0.07","0.0","0.0"
"183","2013","4","Haryana","Ambala","158.0","600.0","3797.47","188.0","842.0","4478.72","7.0","21.0","3000.0","0.0","0.0","0.0"
"183","2014","4","Haryana","Ambala","163.0","596.0","3656.44","194.0","713.0","3675.26","6.0","12.0","2000.0","0.0","0.0","0.0"
"183","2015","4","Haryana","Ambala","167.8","638.0","3802.15","196.2","846.0","4311.93","4.3","14.0","3255.81","0.0","0.0","0.0"
"183","2016","4","Haryana","Ambala","167.3","645.0","3855.35","193.2","860.0","4451.35","3.7","10.0","2702.7","0.0","2.0","0.0"
"183","2017","4","Haryana","Ambala","170.6","681.0","3991.79","194.2","898.0","4624.1","5.2","15.0","2884.62","0.1","0.0","0.0"
"184","2006","4","Haryana","Karnal","469.49","1574.86","3354.39","499.29","2236.64","4479.61","0.58","0.0","0.0","0.2","0.0","0.0"
"184","2007","4","Haryana","Karnal","480.02","1678.66","3497.05","506.74","2313.76","4565.95","0.7","2.0","2857.14","0.2","0.0","0.0"
"184","2008","4","Haryana","Karnal","496.47","1362.62","2744.64","516.06","2404.24","4658.86","0.78","1.4","1790.28","0.4","0.0","0.0"
"184","2009","4","Haryana","Karnal","496.31","1557.84","3138.87","513.09","2319.04","4519.72","0.4","2.0","5000.0","0.0","0.0","0.0"
"184","2010","4","Haryana","Karnal","499.53","1375.52","2753.61","517.23","2353.7","4550.57","0.3","0.0","0.0","0.1","0.0","0.0"
"184","2011","4","Haryana","Karnal","492.5","1539.02","3124.93","512.54","2840.26","5541.52","1.0","3.0","3000.0","0.2","0.0","0.0"
"184","2012","4","Haryana","Karnal","489.8","1678.84","3427.62","512.65","2389.92","4661.93","0.57","0.0","0.0","0.09","0.0","0.0"
"184","2013","4","Haryana","Karnal","484.56","1677.4","3461.7","512.68","2499.16","4874.7","0.0","0.0","0.0","0.0","0.0","0.0"
"184","2014","4","Haryana","Karnal","489.02","1575.4","3221.55","514.5","2074.08","4031.25","1.0","2.0","2000.0","0.0","0.0","0.0"
"184","2015","4","Haryana","Karnal","488.46","1543.8","3160.56","514.4","2394.54","4655.03","1.3","3.0","2307.69","0.0","0.0","0.0"
"184","2016","4","Haryana","Karnal","498.94","1700.64","3408.51","527.36","2543.02","4822.17","1.5","1.0","666.67","0.2","0.0","0.0"
"184","2017","4","Haryana","Karnal","508.45","1927.62","3791.18","515.45","2536.62","4921.16","0.2","0.0","0.0","0.0","0.0","0.0"
"186","2006","4","Haryana","Rohtak","105.3","246.39","2339.8","338.42","1419.91","4195.69","0.5","0.0","0.0","4.23","11.78","2782.24"
"186","2007","4","Haryana","Rohtak","113.4","287.39","2534.21","345.22","1366.65","3958.81","0.8","3.0","3750.0","2.96","8.39","2838.29"
"186","2008","4","Haryana","Rohtak","165.36","267.65","1618.59","346.45","1577.04","4551.95","0.4","0.8","2000.0","5.57","17.91","3213.71"
"186","2009","4","Haryana","Rohtak","151.57","316.65","2089.09","352.52","1477.6","4191.56","2.3","4.0","1739.13","4.42","11.91","2693.96"
"186","2010","4","Haryana","Rohtak","164.35","324.04","1971.63","352.86","1619.59","4589.83","1.2","4.0","3333.33","4.37","14.52","3323.42"
"186","2011","4","Haryana","Rohtak","165.43","381.17","2304.13","369.48","1918.2","5191.63","1.4","6.0","4285.71","6.65","22.04","3315.78"
"186","2012","4","Haryana","Rohtak","148.18","324.91","2192.65","347.5","1436.86","4134.8","1.53","6.0","3921.57","10.78","36.91","3425.43"
"186","2013","4","Haryana","Rohtak","174.26","406.91","2335.07","348.85","1535.86","4402.64","1.0","3.0","3000.0","8.26","33.04","4000.0"
"186","2014","4","Haryana","Rohtak","164.26","398.78","2427.74","374.5","1363.53","3640.93","2.0","4.0","2000.0","6.26","14.65","2340.26"
"186","2015","4","Haryana","Rohtak","188.46","471.78","2503.34","367.13","1511.38","4116.74","0.4","1.0","2500.0","4.46","12.91","2894.62"
"186","2016","4","Haryana","Rohtak","192.71","439.52","2280.71","348.87","1802.33","5166.25","0.7","15.0","21428.57","3.9","14.65","3752.56"
"186","2017","4","Haryana","Rohtak","197.13","502.65","2549.79","360.89","1733.25","4802.67","0.8","4.0","5000.0","4.4","13.65","3099.46"
"189","2006","12","Uttar Pradesh","Saharanpur","59.67","128.35","2151.0","151.03","421.81","2792.89","9.78","14.63","1495.91","0.34","0.46","1352.94"
"189","2007","12","Uttar Pradesh","Saharanpur","57.18","129.64","2267.23","152.1","426.7","2805.39","9.07","11.46","1263.51","0.13","0.25","1923.08"
"189","2008","12","Uttar Pradesh","Saharanpur","66.74","148.24","2221.16","159.58","464.48","2910.64","9.62","13.87","1441.79","0.08","0.19","2375.0"
"189","2009","12","Uttar Pradesh","Saharanpur","77.86","175.38","2252.5","161.46","474.8","2940.67","8.76","9.54","1089.04","0.11","0.25","2272.73"
"189","2010","12","Uttar Pradesh","Saharanpur","73.61","150.25","2041.16","157.99","454.26","2875.25","8.72","11.99","1375.0","0.07","0.15","2142.86"
"189","2011","12","Uttar Pradesh","Saharanpur","73.32","162.98","2222.86","156.17","514.9","3297.05","8.57","12.17","1420.07","0.27","0.49","1814.81"
"189","2012","12","Uttar Pradesh","Saharanpur","67.62","172.1","2545.1","153.33","498.57","3251.61","8.56","11.61","1356.31","0.04","0.1","2500.0"
"189","2013","12","Uttar Pradesh","Saharanpur","69.58","164.6","2365.62","153.12","497.07","3246.28","7.78","9.64","1239.07","0.08","0.23","2875.0"
"189","2014","12","Uttar Pradesh","Saharanpur","75.58","184.64","2442.97","163.14","335.75","2058.05","7.99","11.3","1414.27","0.02","0.04","2000.0"
"189","2015","12","Uttar Pradesh","Saharanpur","86.82","196.19","2259.73","158.87","513.21","3230.38","7.78","12.68","1629.82","0.03","0.06","2000.0"
"189","2016","12","Uttar Pradesh","Saharanpur","72.43","172.65","2383.63","158.99","572.66","3601.9","8.12","13.23","1628.99","0.09","0.25","2684.78"
"189","2017","12","Uttar Pradesh","Saharanpur","70.55","185.44","2628.49","156.61","588.92","3760.46","8.17","13.38","1637.14","0.05","0.13","2680.85"
"190","2006","12","Uttar Pradesh","Muzaffarnagar","23.48","52.49","2235.52","121.35","392.85","3237.33","0.22","0.31","1409.09","0.39","0.86","2205.13"
"190","2007","12","Uttar Pradesh","Muzaffarnagar","21.03","52.37","2490.25","120.0","395.3","3294.17","0.13","0.16","1230.77","0.38","0.81","2131.58"
"190","2008","12","Uttar Pradesh","Muzaffarnagar","29.66","70.26","2368.85","129.64","425.09","3279.0","0.13","0.18","1384.62","0.33","0.8","2424.24"
"190","2009","12","Uttar Pradesh","Muzaffarnagar","37.16","96.76","2603.88","138.57","476.81","3440.93","0.16","0.17","1062.5","0.39","0.88","2256.41"
"190","2010","12","Uttar Pradesh","Muzaffarnagar","36.0","80.52","2236.67","135.98","459.17","3376.75","0.13","0.18","1384.62","0.28","0.73","2607.14"
"190","2011","12","Uttar Pradesh","Muzaffarnagar","35.44","83.2","2347.63","134.63","529.33","3931.74","0.16","0.22","1375.0","0.27","0.72","2666.67"
"190","2012","12","Uttar Pradesh","Muzaffarnagar","35.44","90.35","2549.38","131.45","485.13","3690.6","0.09","0.14","1555.56","0.3","0.81","2700.0"
"190","2013","12","Uttar Pradesh","Muzaffarnagar","30.84","78.09","2532.1","121.63","452.83","3723.01","0.1","0.12","1200.0","0.35","0.99","2828.57"
"190","2014","12","Uttar Pradesh","Muzaffarnagar","33.7","86.62","2570.33","128.14","370.84","2894.02","0.11","0.15","1363.64","0.24","0.43","1791.67"
"190","2015","12","Uttar Pradesh","Muzaffarnagar","34.15","86.71","2539.09","136.38","513.21","3763.09","0.16","0.27","1687.5","0.36","0.77","2138.89"
"190","2016","12","Uttar Pradesh","Muzaffarnagar","32.18","83.84","2605.58","129.4","543.35","4199.1","0.12","0.18","1586.21","0.27","0.74","2793.23"
"190","2017","12","Uttar Pradesh","Muzaffarnagar","32.93","93.32","2833.89","135.26","569.23","4208.48","0.12","0.2","1647.54","0.19","0.53","2844.92"
"191","2006","12","Uttar Pradesh","Meerut","50.9","113.85","2236.86","237.81","877.31","3689.09","3.43","6.44","1877.11","2.61","9.58","3674.77"
"191","2007","12","Uttar Pradesh","Meerut","51.86","125.29","2415.89","236.72","827.67","3496.36","3.22","6.23","1938.07","2.39","7.42","3105.43"
"191","2008","12","Uttar Pradesh","Meerut","59.47","134.22","2256.98","241.63","899.24","3721.51","2.9","6.94","2391.89","2.3","8.28","3596.33"
"191","2009","12","Uttar Pradesh","Meerut","63.75","164.76","2584.26","244.3","880.05","3602.27","2.9","5.43","1873.17","2.37","8.28","3488.24"
"191","2010","12","Uttar Pradesh","Meerut","65.39","150.13","2295.87","232.38","940.46","4047.15","2.56","5.68","2217.77","1.85","6.26","3389.86"
"191","2011","12","Uttar Pradesh","Meerut","65.75","167.52","2547.97","231.57","979.94","4231.74","2.27","4.79","2111.04","7.66","29.25","3820.28"
"191","2012","12","Uttar Pradesh","Meerut","49.51","144.26","2913.95","197.58","898.26","4546.2","2.18","5.01","2301.83","2.58","6.85","2661.33"
"191","2013","12","Uttar Pradesh","Meerut","56.25","155.75","2769.01","222.91","972.08","4360.94","2.24","5.38","2394.85","1.46","5.24","3591.61"
"191","2014","12","Uttar Pradesh","Meerut","60.99","173.28","2841.15","214.56","661.69","3084.02","1.18","2.56","2172.13","1.1","3.31","3005.09"
"191","2015","12","Uttar Pradesh","Meerut","68.4","188.14","2750.77","216.44","846.34","3910.32","1.8","3.16","1757.74","1.09","3.79","3472.99"
"191","2016","12","Uttar Pradesh","Meerut","55.67","142.49","2559.65","219.19","964.37","4399.81","1.88","3.65","1941.37","1.72","5.99","3479.14"
"191","2017","12","Uttar Pradesh","Meerut","52.41","145.29","2772.12","219.37","932.17","4249.36","1.76","4.08","2321.18","2.01","7.96","3960.25"
"192","2006","12","Uttar Pradesh","Buland Shahar","68.89","152.13","2208.21","218.91","817.15","3732.85","56.43","105.37","1867.3","9.1","32.92","3616.38"
"192","2007","12","Uttar Pradesh","Buland Shahar","70.21","160.48","2285.74","219.58","779.56","3550.29","56.22","110.03","1956.94","8.6","26.72","3106.75"
"192","2008","12","Uttar Pradesh","Buland Shahar","74.83","173.89","2323.77","219.76","865.12","3936.71","55.28","119.56","2162.86","8.47","30.43","3593.68"
"192","2009","12","Uttar Pradesh","Buland Shahar","90.6","209.3","2310.29","222.22","819.28","3686.87","54.42","103.08","1894.11","8.6","29.92","3480.56"
"192","2010","12","Uttar Pradesh","Buland Shahar","86.59","196.54","2269.81","225.6","891.36","3950.99","54.4","112.98","2076.89","7.52","25.52","3392.12"
"192","2011","12","Uttar Pradesh","Buland Shahar","99.69","239.59","2403.27","223.58","941.05","4208.99","51.04","112.52","2204.5","0.96","3.17","3289.63"
"192","2012","12","Uttar Pradesh","Buland Shahar","21.19","58.04","2738.59","53.66","242.18","4513.63","45.66","107.69","2358.34","6.22","16.59","2664.59"
"192","2013","12","Uttar Pradesh","Buland Shahar","105.21","277.84","2640.75","216.94","899.48","4146.14","41.99","100.42","2391.89","6.02","21.65","3595.72"
"192","2014","12","Uttar Pradesh","Buland Shahar","119.04","308.09","2588.11","220.02","602.07","2736.36","40.65","94.34","2320.7","3.16","9.49","3004.56"
"192","2015","12","Uttar Pradesh","Buland Shahar","116.05","311.97","2688.13","222.76","855.31","3839.56","36.94","88.58","2397.77","4.91","17.13","3489.71"
"192","2016","12","Uttar Pradesh","Buland Shahar","93.81","236.88","2525.21","220.53","940.78","4266.06","48.65","112.76","2317.71","6.24","21.71","3478.92"
"192","2017","12","Uttar Pradesh","Buland Shahar","102.1","304.58","2983.12","215.96","968.16","4482.97","44.28","110.47","2494.89","6.3","24.93","3959.96"
"194","2006","12","Uttar Pradesh","Aligarh","58.75","119.32","2030.98","309.51","881.22","2847.15","30.7","49.58","1614.98","19.11","52.54","2749.35"
"194","2007","12","Uttar Pradesh","Aligarh","59.46","118.6","1994.62","307.36","975.07","3172.4","30.61","59.16","1932.7","15.33","46.97","3063.93"
"194","2008","12","Uttar Pradesh","Aligarh","72.73","154.38","2122.65","308.32","1003.09","3253.41","30.37","74.29","2446.16","14.33","47.74","3331.47"
"194","2009","12","Uttar Pradesh","Aligarh","84.21","145.32","1725.69","311.61","959.94","3080.58","26.93","49.76","1847.75","10.9","32.12","2946.79"
"194","2010","12","Uttar Pradesh","Aligarh","81.9","162.33","1982.05","310.34","1054.14","3396.73","25.54","50.91","1993.34","10.19","30.13","2956.82"
"194","2011","12","Uttar Pradesh","Aligarh","106.14","229.88","2165.82","302.27","1104.79","3654.98","21.02","42.7","2031.4","11.81","41.4","3505.5"
"194","2012","12","Uttar Pradesh","Aligarh","39.59","96.75","2443.8","153.7","551.16","3585.95","19.88","51.14","2572.43","12.6","40.7","3230.16"
"194","2013","12","Uttar Pradesh","Aligarh","110.75","250.83","2264.83","304.52","1120.18","3678.51","14.66","42.51","2899.73","8.81","29.69","3370.03"
"194","2014","12","Uttar Pradesh","Aligarh","119.89","258.96","2159.98","305.4","738.51","2418.17","18.46","39.19","2122.97","10.25","25.63","2500.49"
"194","2015","12","Uttar Pradesh","Aligarh","113.81","257.09","2258.94","292.48","975.22","3334.31","19.42","44.88","2311.02","7.36","20.39","2770.38"
"194","2016","12","Uttar Pradesh","Aligarh","101.27","248.94","2458.22","296.82","1188.1","4002.79","23.83","53.91","2262.15","6.34","21.43","3380.34"
"194","2017","12","Uttar Pradesh","Aligarh","107.56","278.09","2585.37","306.2","1273.52","4159.11","21.94","56.84","2590.54","7.87","26.63","3386.4"
"195","2006","12","Uttar Pradesh","Mathura","39.12","84.24","2153.37","192.25","541.04","2814.25","0.4","0.74","1850.0","8.73","21.52","2465.06"
"195","2007","12","Uttar Pradesh","Mathura","40.63","98.87","2433.42","191.31","699.77","3657.78","0.21","0.39","1857.14","8.43","22.46","2664.29"
"195","2008","12","Uttar Pradesh","Mathura","42.81","113.18","2643.77","191.44","731.44","3820.73","0.16","0.37","2312.5","8.22","25.1","3053.53"
"195","2009","12","Uttar Pradesh","Mathura","45.46","97.43","2143.2","192.15","619.83","3225.76","0.09","0.15","1666.67","8.2","24.58","2997.56"
"195","2010","12","Uttar Pradesh","Mathura","42.27","90.07","2130.83","194.72","730.03","3749.13","0.22","0.49","2227.27","5.29","17.43","3294.9"
"195","2011","12","Uttar Pradesh","Mathura","48.02","108.63","2262.18","196.3","723.89","3687.67","0.19","0.47","2473.68","4.28","13.83","3231.31"
"195","2012","12","Uttar Pradesh","Mathura","19.3","54.73","2835.75","99.5","368.84","3706.93","0.17","0.45","2647.06","4.42","14.37","3251.13"
"195","2013","12","Uttar Pradesh","Mathura","52.65","126.58","2404.18","194.36","677.55","3486.06","0.15","0.39","2600.0","3.87","13.11","3387.6"
"195","2014","12","Uttar Pradesh","Mathura","49.4","114.76","2323.08","194.21","407.85","2100.05","0.25","0.61","2440.0","4.71","8.68","1842.89"
"195","2015","12","Uttar Pradesh","Mathura","48.72","108.36","2224.14","178.83","617.51","3453.06","0.2","0.53","2650.0","3.86","10.5","2720.21"
"195","2016","12","Uttar Pradesh","Mathura","47.92","110.88","2313.99","194.29","797.35","4104.0","0.16","0.43","2751.59","4.11","14.04","3421.19"
"195","2017","12","Uttar Pradesh","Mathura","46.13","83.54","1811.0","200.42","704.48","3515.0","0.15","0.42","2856.16","3.87","12.5","3233.89"
"196","2006","12","Uttar Pradesh","Agra","6.88","18.75","2726.17","172.97","483.23","2793.74","2.82","6.54","2316.9","11.76","30.05","2554.02"
"196","2007","12","Uttar Pradesh","Agra","6.86","19.09","2782.03","172.82","549.39","3178.89","2.89","7.2","2491.7","10.64","28.36","2664.57"
"196","2008","12","Uttar Pradesh","Agra","10.72","28.65","2673.14","171.33","569.43","3323.67","3.2","8.43","2637.16","10.34","31.56","3052.19"
"196","2009","12","Uttar Pradesh","Agra","11.26","27.05","2401.56","172.08","553.83","3218.5","2.93","7.07","2412.03","8.99","26.95","2997.75"
"196","2010","12","Uttar Pradesh","Agra","11.41","28.01","2453.39","175.43","647.75","3692.45","2.91","6.94","2383.35","9.62","31.74","3298.06"
"196","2011","12","Uttar Pradesh","Agra","12.25","33.03","2695.22","171.6","667.77","3891.52","3.1","8.48","2738.97","9.61","31.05","3231.59"
"196","2012","12","Uttar Pradesh","Agra","10.15","27.68","2726.38","167.92","642.3","3825.01","3.16","8.1","2562.68","8.6","27.98","3255.06"
"196","2013","12","Uttar Pradesh","Agra","16.03","42.66","2660.53","165.16","608.95","3686.93","2.47","7.77","3144.66","7.76","26.27","3383.58"
"196","2014","12","Uttar Pradesh","Agra","18.09","43.48","2403.74","169.28","391.93","2315.32","4.04","10.23","2535.95","6.96","12.82","1842.67"
"196","2015","12","Uttar Pradesh","Agra","17.4","41.72","2397.9","154.3","499.81","3239.22","3.27","8.22","2512.51","6.76","18.37","2716.28"
"196","2016","12","Uttar Pradesh","Agra","13.08","34.16","2611.16","163.07","655.48","4019.67","3.94","10.3","2614.79","11.76","40.23","3421.22"
"196","2017","12","Uttar Pradesh","Agra","12.91","34.08","2638.98","169.78","664.45","3913.58","2.64","7.38","2800.44","8.01","27.34","3411.87"
"197","2006","12","Uttar Pradesh","Mainpuri","77.4","199.73","2580.42","232.04","687.1","2961.12","58.9","120.26","2041.86","9.9","26.63","2688.74"
"197","2007","12","Uttar Pradesh","Mainpuri","93.78","233.54","2490.35","213.89","682.11","3189.13","57.92","130.15","2247.21","8.48","22.59","2664.98"
"197","2008","12","Uttar Pradesh","Mainpuri","101.04","259.08","2564.07","212.96","720.12","3381.41","62.3","149.71","2402.92","7.97","24.31","3050.23"
"197","2009","12","Uttar Pradesh","Mainpuri","61.42","150.66","2453.09","228.75","752.7","3290.45","38.01","71.13","1871.4","6.85","20.54","2998.57"
"197","2010","12","Uttar Pradesh","Mainpuri","77.41","189.67","2450.29","228.54","807.99","3535.37","50.18","110.29","2197.97","7.35","24.25","3301.05"
"197","2011","12","Uttar Pradesh","Mainpuri","76.91","198.63","2582.8","216.97","801.54","3694.18","48.21","123.76","2566.89","7.67","24.77","3228.74"
"197","2012","12","Uttar Pradesh","Mainpuri","72.72","194.12","2669.52","218.23","792.18","3630.04","47.5","126.96","2672.67","7.31","23.78","3251.24"
"197","2013","12","Uttar Pradesh","Mainpuri","79.43","211.23","2659.47","217.2","811.4","3735.8","45.75","122.85","2685.3","7.5","25.38","3385.79"
"197","2014","12","Uttar Pradesh","Mainpuri","88.63","228.38","2576.74","214.38","473.46","2208.47","57.9","148.57","2565.71","7.34","13.54","1844.01"
"197","2015","12","Uttar Pradesh","Mainpuri","88.43","229.4","2594.1","226.6","752.11","3319.1","54.55","154.13","2825.56","7.09","19.25","2716.21"
"197","2016","12","Uttar Pradesh","Mainpuri","78.27","197.92","2528.67","216.63","855.05","3946.96","47.93","142.07","2964.07","6.5","22.24","3421.22"
"197","2017","12","Uttar Pradesh","Mainpuri","76.61","226.59","2957.82","214.11","881.11","4115.28","45.71","140.49","3073.28","7.37","27.01","3663.31"
"198","2006","12","Uttar Pradesh","Etah","37.38","80.95","2165.6","228.09","646.35","2833.75","58.8","112.29","1909.69","12.97","31.79","2451.04"
"198","2007","12","Uttar Pradesh","Etah","38.2","86.67","2268.85","227.61","640.21","2812.75","59.17","115.05","1944.4","12.87","35.15","2731.16"
"198","2008","12","Uttar Pradesh","Etah","38.18","84.68","2217.92","229.95","738.41","3211.18","63.13","130.28","2063.68","12.55","37.14","2959.36"
"198","2009","12","Uttar Pradesh","Etah","34.48","74.15","2150.52","231.19","693.82","3001.08","55.12","111.68","2026.12","8.48","22.6","2665.09"
"198","2010","12","Uttar Pradesh","Etah","35.85","76.18","2124.97","231.84","766.17","3304.74","59.53","111.62","1875.02","12.32","36.6","2970.78"
"198","2011","12","Uttar Pradesh","Etah","34.46","87.99","2553.4","231.0","822.95","3562.55","59.27","148.81","2510.71","11.77","41.27","3506.37"
"198","2012","12","Uttar Pradesh","Etah","20.83","56.04","2690.35","229.1","837.2","3654.3","59.59","164.76","2764.89","10.66","34.83","3267.35"
"198","2013","12","Uttar Pradesh","Etah","36.32","82.98","2284.69","231.44","827.84","3576.91","57.2","167.21","2923.25","11.48","38.58","3360.63"
"198","2014","12","Uttar Pradesh","Etah","37.39","86.02","2300.62","232.25","494.01","2127.06","60.0","182.71","3045.17","11.91","30.67","2575.15"
"198","2015","12","Uttar Pradesh","Etah","47.21","79.57","1685.45","231.21","688.46","2977.64","71.17","177.53","2494.45","9.56","26.49","2770.92"
"198","2016","12","Uttar Pradesh","Etah","32.5","76.61","2356.95","231.18","881.05","3811.06","67.65","167.66","2478.33","11.04","40.39","3658.06"
"198","2017","12","Uttar Pradesh","Etah","28.79","71.3","2476.44","229.73","904.14","3935.72","56.52","145.04","2566.42","10.59","35.84","3383.11"
"199","2006","12","Uttar Pradesh","Bareilly","158.73","283.61","1786.74","183.32","521.42","2844.32","0.35","0.54","1542.86","0.05","0.1","2000.0"
"199","2007","12","Uttar Pradesh","Bareilly","152.82","293.46","1920.3","191.26","540.42","2825.58","0.26","0.43","1653.85","0.04","0.09","2250.0"
"199","2008","12","Uttar Pradesh","Bareilly","176.56","310.03","1755.95","208.16","620.36","2980.21","0.23","0.42","1826.09","0.04","0.09","2250.0"
"199","2009","12","Uttar Pradesh","Bareilly","163.08","290.13","1779.07","212.16","591.88","2789.78","0.26","0.44","1692.31","0.04","0.1","2500.0"
"199","2010","12","Uttar Pradesh","Bareilly","165.69","273.45","1650.37","212.91","618.97","2907.19","0.28","0.47","1678.57","0.07","0.18","2571.43"
"199","2011","12","Uttar Pradesh","Bareilly","162.32","407.37","2509.67","209.08","681.59","3259.95","0.23","0.42","1826.09","0.08","0.21","2625.0"
"199","2012","12","Uttar Pradesh","Bareilly","83.83","191.38","2282.95","230.27","765.4","3323.92","0.33","0.68","2060.61","0.03","0.08","2666.67"
"199","2013","12","Uttar Pradesh","Bareilly","162.92","366.56","2249.94","200.05","630.35","3150.96","0.46","0.94","2043.48","0.05","0.13","2600.0"
"199","2014","12","Uttar Pradesh","Bareilly","163.95","337.57","2058.98","212.6","395.01","1858.0","0.47","0.84","1787.23","0.05","0.09","1800.0"
"199","2015","12","Uttar Pradesh","Bareilly","158.63","327.41","2063.99","209.61","614.16","2930.01","0.69","1.25","1811.59","0.04","0.1","2500.0"
"199","2016","12","Uttar Pradesh","Bareilly","160.28","358.38","2236.0","214.08","782.67","3656.0","0.95","1.87","1971.52","0.02","0.06","2521.74"
"199","2017","12","Uttar Pradesh","Bareilly","145.23","357.42","2460.99","195.12","716.28","3671.0","0.26","0.58","2243.24","0.05","0.13","2851.06"
